model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
Gemini 3 Pro,Gemini-3,main_prompt,10,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but limited by sensitive employee interactions and clinical context.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Fire safety officer,3582,3,High,"High exposure via rule-based document checking, but requires physical path checking and high-stakes accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Road traffic and transport safety officer,3582,3,High,Balances text-based safety audits and compliance logging with real-world infrastructure checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Occupational hygienist,3582,2,High,"Highly reliant on physical sensor placement, on-site sampling, and specific physical laboratory risks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Environmental health professional,2483,2,High,"Strongly bound to physical context investigations, field sampling, and real-time legal enforcement actions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Environmental consultant,2152,4,High,"Mainly focused on structured environmental impact report writing, data processing, and desk studies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Environmental scientist,2152,3,High,"High digital data and statistical analysis exposure, balanced by field sample collection requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Environmental/geo-environmental engineer,2152,3,High,"Involves heavy data-driven remediation design, but is anchored by physical ground uncertainties.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Sustainability officer,2152,4,High,"Intensively focused on ESG data compilation, corporate reporting synthesis, and policy drafting.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Energy manager,2152,4,High,"Highly exposed to digital utility data analytics, trend evaluation, and continuous efficiency compliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Hydrogeologist,2114,3,High,"High exposure via algorithmic subterranean modelling, but constrained by unobservable physical variables.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,10,Hydrologist,2114,4,High,"Highly exposed due to a reliance on digital flood simulations, GIS parsing, and computational data processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Civil engineer,2121,3,High,High data and report processing intensity balanced by physical site presence and safety-critical accountability.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Structural engineer,2121,3,High,"Heavy reliance on standardised math/code compliance, but restricted by strict liability and physical validation requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Geotechnical engineer,2121,2,High,"Limited by high field uncertainty, physical soil sampling, and site-specific risk management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Transportation engineer,2121,3,High,"Involves heavy data processing and model translation, balanced by political and multi-stakeholder trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Water engineer (professional),2121,3,High,"High exposure in design generation and regulatory compliance reporting, though limited by physical asset dependencies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Building and building services engineer,2121,3,High,"High standardisation in MEP layout automation, balanced by interdisciplinary physical coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Engineering project manager,2127,3,High,"High exposure in scheduling, report synthesis, and data translation, but requires heavy human coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Project engineer,2127,3,High,"Balances technical documentation processing with cross-functional, face-to-face team coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Energy engineer,2129,4,High,"Highly digital workflows focused on system optimisation, data manipulation, and regulatory text processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Traffic engineer,2129,3,High,"Data-heavy modelling and simulation tasks are exposed, but public safety decisions limit total reliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured design formulas and equipment documentation, but tied to physical building limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Gas engineer (professional),2129,2,High,"Highly restricted by severe safety-critical risks, physical infrastructure inspection, and immediate liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Construction project manager,2455,2,High,"Dominated by dynamic on-site execution, manual coordination, and real-time physical problem-solving.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Construction contract manager,2455,4,High,"Highly exposed due to an intensive focus on text processing, contract drafting, and regulatory compliance reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Transport planner,2455,4,High,"Driven heavily by data analysis, policy drafting, and strategic report writing with minimal site presence.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Quantity surveyor,2453,4,High,Extremely high data-processing and cost-estimation intensity based on structured codes and rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Building control surveyor,2454,2,High,"Text-heavy compliance verification is balanced by mandatory, physical on-site inspections.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Land surveyor,2454,2,High,"Requires physical fieldwork and spatial hardware operation, though data processing exposure exists downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Hydrographic surveyor,2454,2,High,"Dependent on physical marine deployments and specialized sensor hardware, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Town planning officer,2452,4,High,"Highly exposed to text-heavy policy evaluation, report writing, and structured regulatory reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Urban designer,2452,3,High,"High exposure in rapid layout generation, but relies on creative judgement and physical spatial constraints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Chartered architectural technologist,2452,4,High,"Focuses heavily on the structured, technical translation of design concepts into rule-based documentation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,BIM technician,3120,4,High,"Highly exposed to digital automation in model generation, data coordination, and routine clash detection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,CAD technician,3120,4,High,Highly standardised task profile involving the drafting of technical specifications from structured inputs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Architectural technician,3120,4,High,Heavy emphasis on repetitive design detailing and rule-based technical drawing production.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Cartographer,3120,4,High,Primarily digital workspace involving highly standardised geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Civil engineering technician,3114,2,High,"Tied closely to physical site testing, manual material checking, and practical fieldwork support.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Building technician,3114,2,High,"Centred around physical inspections, manual measurements, and on-site asset observations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Surveying technician,3114,2,High,"Relies heavily on real-world field data collection, hardware placement, and manual operations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Planning engineer,2481,4,High,Workflow planning and data-driven resource optimization are highly algorithmic and text-heavy.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Quality control engineer,2481,3,High,"High exposure in auditing text compliance, though physical verification limits full automation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Estimator,3541,4,High,"Highly standardised quantitative analysis of data, drawing files, and structured cost-coding sets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Valuer,3541,3,High,"High data-processing and report-writing exposure, but requires human localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Energy adviser and assessor,3541,4,High,Highly structured process utilizing standardized software inputs to generate compliance metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Building control officer,3581,2,High,Requires physical enforcement authority and on-site regulatory inspections to verify conditions.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs and physical condition evaluations.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Health and safety inspector,3581,2,High,Dynamic on-site environmental assessments and acute situational risk evaluations limit exposure.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Traffic and vehicle examiner/inspector,3581,1,High,"Almost exclusively physical, sensory inspection of mechanical components and safety hardware.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but limited by sensitive employee interactions and clinical context.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Fire safety officer,3582,3,High,"High exposure via rule-based document checking, but requires physical path checking and high-stakes accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Road traffic and transport safety officer,3582,3,High,Balances text-based safety audits and compliance logging with real-world infrastructure checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Occupational hygienist,3582,2,High,"Highly reliant on physical sensor placement, on-site sampling, and specific physical laboratory risks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Environmental health professional,2483,2,High,"Strongly bound to physical context investigations, field sampling, and real-time legal enforcement actions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Environmental consultant,2152,4,High,"Mainly focused on structured environmental impact report writing, data processing, and desk studies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Environmental scientist,2152,3,High,"High digital data and statistical analysis exposure, balanced by field sample collection requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Environmental/geo-environmental engineer,2152,3,High,"Involves heavy data-driven remediation design, but is anchored by physical ground uncertainties.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Sustainability officer,2152,4,High,"Intensively focused on ESG data compilation, corporate reporting synthesis, and policy drafting.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Energy manager,2152,4,High,"Highly exposed to digital utility data analytics, trend evaluation, and continuous efficiency compliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Hydrogeologist,2114,3,High,"High exposure via algorithmic subterranean modelling, but constrained by unobservable physical variables.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,11,Hydrologist,2114,4,High,"Highly exposed due to a reliance on digital flood simulations, GIS parsing, and computational data processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Civil engineer,2121,3,High,High data and report processing intensity balanced by physical site presence and safety-critical accountability.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Structural engineer,2121,3,High,"Heavy reliance on standardised math/code compliance, but restricted by strict liability and physical validation requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Geotechnical engineer,2121,2,High,"Limited by high field uncertainty, physical soil sampling, and site-specific risk management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Transportation engineer,2121,3,High,"Involves heavy data processing and model translation, balanced by political and multi-stakeholder trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Water engineer (professional),2121,3,High,"High exposure in design generation and regulatory compliance reporting, though limited by physical asset dependencies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Building and building services engineer,2121,3,High,"High standardisation in MEP layout automation, balanced by interdisciplinary physical coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Engineering project manager,2127,3,High,"High exposure in scheduling, report synthesis, and data translation, but requires heavy human coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Project engineer,2127,3,High,"Balances technical documentation processing with cross-functional, face-to-face team coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Energy engineer,2129,4,High,"Highly digital workflows focused on system optimisation, data manipulation, and regulatory text processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Traffic engineer,2129,3,High,"Data-heavy modelling and simulation tasks are exposed, but public safety decisions limit total reliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured design formulas and equipment documentation, but tied to physical building limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Gas engineer (professional),2129,2,High,"Highly restricted by severe safety-critical risks, physical infrastructure inspection, and immediate liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Construction project manager,2455,2,High,"Dominated by dynamic on-site execution, manual coordination, and real-time physical problem-solving.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Construction contract manager,2455,4,High,"Highly exposed due to an intensive focus on text processing, contract drafting, and regulatory compliance reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Transport planner,2455,4,High,"Driven heavily by data analysis, policy drafting, and strategic report writing with minimal site presence.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Quantity surveyor,2453,4,High,Extremely high data-processing and cost-estimation intensity based on structured codes and rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Building control surveyor,2454,2,High,"Text-heavy compliance verification is balanced by mandatory, physical on-site inspections.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Land surveyor,2454,2,High,"Requires physical fieldwork and spatial hardware operation, though data processing exposure exists downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Hydrographic surveyor,2454,2,High,"Dependent on physical marine deployments and specialized sensor hardware, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Town planning officer,2452,4,High,"Highly exposed to text-heavy policy evaluation, report writing, and structured regulatory reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Urban designer,2452,3,High,"High exposure in rapid layout generation, but relies on creative judgement and physical spatial constraints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Chartered architectural technologist,2452,4,High,"Focuses heavily on the structured, technical translation of design concepts into rule-based documentation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,BIM technician,3120,4,High,"Highly exposed to digital automation in model generation, data coordination, and routine clash detection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,CAD technician,3120,4,High,Highly standardised task profile involving the drafting of technical specifications from structured inputs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Architectural technician,3120,4,High,Heavy emphasis on repetitive design detailing and rule-based technical drawing production.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Cartographer,3120,4,High,Primarily digital workspace involving highly standardised geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Civil engineering technician,3114,2,High,"Tied closely to physical site testing, manual material checking, and practical fieldwork support.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Building technician,3114,2,High,"Centred around physical inspections, manual measurements, and on-site asset observations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Surveying technician,3114,2,High,"Relies heavily on real-world field data collection, hardware placement, and manual operations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Planning engineer,2481,4,High,Workflow planning and data-driven resource optimization are highly algorithmic and text-heavy.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Quality control engineer,2481,3,High,"High exposure in auditing text compliance, though physical verification limits full automation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Estimator,3541,4,High,"Highly standardised quantitative analysis of data, drawing files, and structured cost-coding sets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Valuer,3541,3,High,"High data-processing and report-writing exposure, but requires human localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Energy adviser and assessor,3541,4,High,Highly structured process utilizing standardized software inputs to generate compliance metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Building control officer,3581,2,High,Requires physical enforcement authority and on-site regulatory inspections to verify conditions.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs and physical condition evaluations.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Health and safety inspector,3581,2,High,Dynamic on-site environmental assessments and acute situational risk evaluations limit exposure.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Traffic and vehicle examiner/inspector,3581,1,High,"Almost exclusively physical, sensory inspection of mechanical components and safety hardware.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but limited by sensitive employee interactions and clinical context.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Fire safety officer,3582,3,High,"High exposure via rule-based document checking, but requires physical path checking and high-stakes accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Road traffic and transport safety officer,3582,3,High,Balances text-based safety audits and compliance logging with real-world infrastructure checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Occupational hygienist,3582,2,High,"Highly reliant on physical sensor placement, on-site sampling, and specific physical laboratory risks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Environmental health professional,2483,2,High,"Strongly bound to physical context investigations, field sampling, and real-time legal enforcement actions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Environmental consultant,2152,4,High,"Mainly focused on structured environmental impact report writing, data processing, and desk studies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Environmental scientist,2152,3,High,"High digital data and statistical analysis exposure, balanced by field sample collection requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Environmental/geo-environmental engineer,2152,3,High,"Involves heavy data-driven remediation design, but is anchored by physical ground uncertainties.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Sustainability officer,2152,4,High,"Intensively focused on ESG data compilation, corporate reporting synthesis, and policy drafting.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Energy manager,2152,4,High,"Highly exposed to digital utility data analytics, trend evaluation, and continuous efficiency compliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Hydrogeologist,2114,3,High,"High exposure via algorithmic subterranean modelling, but constrained by unobservable physical variables.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,12,Hydrologist,2114,4,High,"Highly exposed due to a reliance on digital flood simulations, GIS parsing, and computational data processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Civil engineer,2121,3,High,High data and report processing intensity balanced by physical site presence and safety-critical accountability.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Structural engineer,2121,3,High,"Heavy reliance on standardised math/code compliance, but restricted by strict liability and physical validation requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Geotechnical engineer,2121,2,High,"Limited by high field uncertainty, physical soil sampling, and site-specific risk management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Transportation engineer,2121,3,High,"Involves heavy data processing and model translation, balanced by political and multi-stakeholder trade-offs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Water engineer (professional),2121,3,High,"High exposure in design generation and regulatory compliance reporting, though limited by physical asset dependencies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Building and building services engineer,2121,3,High,"High standardisation in MEP layout automation, balanced by interdisciplinary physical coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Engineering project manager,2127,3,High,"High exposure in scheduling, report synthesis, and data translation, but requires heavy human coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Project engineer,2127,3,High,"Balances technical documentation processing with cross-functional, face-to-face team coordination.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Energy engineer,2129,4,High,"Highly digital workflows focused on system optimisation, data manipulation, and regulatory text processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Traffic engineer,2129,3,High,"Data-heavy modelling and simulation tasks are exposed, but public safety decisions limit total reliance.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured design formulas and equipment documentation, but tied to physical building limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Gas engineer (professional),2129,2,High,"Highly restricted by severe safety-critical risks, physical infrastructure inspection, and immediate liabilities.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Construction project manager,2455,2,High,"Dominated by dynamic on-site execution, manual coordination, and real-time physical problem-solving.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Construction contract manager,2455,4,High,"Highly exposed due to an intensive focus on text processing, contract drafting, and regulatory compliance reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Transport planner,2455,4,High,"Driven heavily by data analysis, policy drafting, and strategic report writing with minimal site presence.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Quantity surveyor,2453,4,High,Extremely high data-processing and cost-estimation intensity based on structured codes and rules.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Building control surveyor,2454,2,High,"Text-heavy compliance verification is balanced by mandatory, physical on-site inspections.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Land surveyor,2454,2,High,"Requires physical fieldwork and spatial hardware operation, though data processing exposure exists downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Hydrographic surveyor,2454,2,High,"Dependent on physical marine deployments and specialized sensor hardware, despite high digital data outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Town planning officer,2452,4,High,"Highly exposed to text-heavy policy evaluation, report writing, and structured regulatory reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Urban designer,2452,3,High,"High exposure in rapid layout generation, but relies on creative judgement and physical spatial constraints.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Chartered architectural technologist,2452,4,High,"Focuses heavily on the structured, technical translation of design concepts into rule-based documentation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,BIM technician,3120,4,High,"Highly exposed to digital automation in model generation, data coordination, and routine clash detection.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,CAD technician,3120,4,High,Highly standardised task profile involving the drafting of technical specifications from structured inputs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Architectural technician,3120,4,High,Heavy emphasis on repetitive design detailing and rule-based technical drawing production.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Cartographer,3120,4,High,Primarily digital workspace involving highly standardised geographic data processing and map compilation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Civil engineering technician,3114,2,High,"Tied closely to physical site testing, manual material checking, and practical fieldwork support.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Building technician,3114,2,High,"Centred around physical inspections, manual measurements, and on-site asset observations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Surveying technician,3114,2,High,"Relies heavily on real-world field data collection, hardware placement, and manual operations.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Planning engineer,2481,4,High,Workflow planning and data-driven resource optimization are highly algorithmic and text-heavy.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Quality control engineer,2481,3,High,"High exposure in auditing text compliance, though physical verification limits full automation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Estimator,3541,4,High,"Highly standardised quantitative analysis of data, drawing files, and structured cost-coding sets.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Valuer,3541,3,High,"High data-processing and report-writing exposure, but requires human localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Energy adviser and assessor,3541,4,High,Highly structured process utilizing standardized software inputs to generate compliance metrics.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Building control officer,3581,2,High,Requires physical enforcement authority and on-site regulatory inspections to verify conditions.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Housing and planning inspector,3581,2,High,Dominated by real-world property walkthroughs and physical condition evaluations.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Health and safety inspector,3581,2,High,Dynamic on-site environmental assessments and acute situational risk evaluations limit exposure.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Traffic and vehicle examiner/inspector,3581,1,High,"Almost exclusively physical, sensory inspection of mechanical components and safety hardware.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Occupational health and safety officer,3582,3,High,"Exposed through standard compliance design, but limited by sensitive employee interactions and clinical context.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Fire safety officer,3582,3,High,"High exposure via rule-based document checking, but requires physical path checking and high-stakes accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Road traffic and transport safety officer,3582,3,High,Balances text-based safety audits and compliance logging with real-world infrastructure checks.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Occupational hygienist,3582,2,High,"Highly reliant on physical sensor placement, on-site sampling, and specific physical laboratory risks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Environmental health professional,2483,2,High,"Strongly bound to physical context investigations, field sampling, and real-time legal enforcement actions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Environmental consultant,2152,4,High,"Mainly focused on structured environmental impact report writing, data processing, and desk studies.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Environmental scientist,2152,3,High,"High digital data and statistical analysis exposure, balanced by field sample collection requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,13,Environmental/geo-environmental engineer,2152,3,High,"Involves heavy data-driven remediation design, but is anchored by physical ground uncertainties.",UI default,UI default,UI default,False
